title,abstract,pub_year,NMF_Topic,processed_text,label_topik
Penggunaan Kecerdasan Buatan Sebagai Infrastruktur Pengelolaan Aset Birokrasi dan Korporasi,"Penggunaan kecerdasan buatan dalam pengelolaan asset bisnis menjadi semacam keniscayaan. Hal ini terjadi sebab, teknologi komputasi menjadi infrastruktur yang paling kompatibel dengan kebutuhan bisnis kontemporer. Tulisan ini akan menggambarkan beberapa ilustrasi penggunaan kecerdasan buatan didalam pengelolaan aset perusahaan. Metode penelitian ini adalah kajian teoretik, dengan pendekatan studi pustaka, dengan sumber primer adalah teks-teks ilmiah (jurnal, proseding, laporan, buku) dan sumber lain (video, media sosial, naskah akademik) yang dianggap relevan dengan penulisan ini. Hasil penelitian mencerminkan bahwa (1) Teknologi digital telah banyak digunakan oleh korporasi untuk menampilkan performa yang maksimal, (2) Meski menjadi instrumen yang sangat berharga dan membantu pekerjaan hingga menjadi lebih cepat, namun tetap ada kelemahan yang mesti diantisipasi, (3) Ada reduksi human capital dalam menjalankan bisnis yang menandakan tereduksinya eksistensi manusia dalam sebuah korporasi. Collapse",2023,2,penggunaan infrastruktur pengelolaan aset birokrasi korporasi penggunaan pengelolaan asset bisnis menjadi semacam keniscayaan terjadi teknologi komputasi menjadi infrastruktur paling kompatibel kebutuhan bisnis kontemporer tulisan akan menggambarkan beberapa ilustrasi penggunaan didalam pengelolaan aset perusahaan metode penelitian kajian teoretik pendekatan studi pustaka sumber primer adalah teksteks ilmiah jurnal proseding laporan buku sumber video media sosial naskah akademik dianggap relevan penulisan ini hasil penelitian mencerminkan 1 teknologi digital banyak digunakan korporasi menampilkan performa maksimal 2 meski menjadi instrumen sangat berharga membantu pekerjaan hingga menjadi lebih cepat tetap kelemahan mesti diantisipasi 3 reduksi human capital menjalankan bisnis menandakan tereduksinya eksistensi manusia sebuah korporasi,Inovasi dan Transformasi Digital dalam Ekonomi dan Bisnis
Pelatihan Kecerdasan Buatan bagi Siswa-siswi SMKN-4 Bandung,"Salah satu bidang ilmu dari Teknik Elektro yang  dikenal adalah kecerdasan buatan yang sudah berkembang pesat dan banyak digunakan oleh masyarakat pada saat ini. Pembekalan mengenai keilmuan Teknik Elektro khususnya kecerdasan buatan perlu disosialisasikan kepada para siswa-siswi agar mereka memahami lingkup dan aplikasi ilmu dari bidang Teknik Elektro dalam masyarakat. Metode pelaksanaan pelatihan yang digunakan adalah service learning, yaitu siswa-siswi SMKN-4 Bandung diberi pelatihan agar lebih memahami tentang kecerdasan buatan , machine learning, deep learning serta pengetahuan tentang computer vision dan materi tentang NLP (Natural Language Processing). Sebelum dan setelah pelatihan peserta diminta mengikuti kuis untuk  mengetahui tingkat pengetahuan meraka. Hasil kuis menunjukkan bahwa dari test pertama terjadi peningkatan pengetahuan rata-rata sebesar 36 point, sedangkan untuk test kedua terjadi peningkatan pengetahuan rata-rata sebesar 50 point, berikutnya pada test ketiga terjadi peningkatan pengetahuan rata-rata 37 point. Collapse",2023,8,pelatihan siswasiswi smkn4 bandung salah satu bidang ilmu teknik elektro dikenal berkembang pesat banyak digunakan masyarakat saat pembekalan mengenai keilmuan teknik elektro khususnya perlu disosialisasikan para siswasiswi mereka memahami lingkup aplikasi ilmu bidang teknik elektro masyarakat metode pelaksanaan pelatihan yang digunakan service learning siswasiswi smkn4 bandung diberi pelatihan lebih memahami machine learning deep learning pengetahuan computer vision materi nlp natural language processing dan pelatihan peserta diminta mengikuti kuis mengetahui tingkat pengetahuan meraka hasil kuis menunjukkan dari test pertama terjadi peningkatan pengetahuan ratarata sebesar 36 point untuk test kedua terjadi peningkatan pengetahuan ratarata sebesar 50 point berikutnya test ketiga terjadi peningkatan pengetahuan ratarata 37 point,Pengembangan Media Pembelajaran Berbasis Kecerdasan Buatan di Sekolah
Pengembangan Model Akuntansi yang Berbasis Kecerdasan Buatan,"Kecerdasan buatan (AI) telah menjadi salah satu teknologi yang paling inovatif dan berpengaruh dalam beberapa dekade terakhir. AI memiliki potensi untuk mengubah berbagai bidang industri, termasuk … Expand",2023,1,pengembangan model akuntansi berbasis menjadi salah satu teknologi paling inovatif berpengaruh beberapa dekade terakhir memiliki potensi mengubah berbagai bidang industri termasuk,Riset dan Inovasi dalam Kecerdasan Buatan untuk Klasifikasi dan Prediksi
Dampak Kecerdasan Buatan (Artificial Intelligence) Terhadap Pemustaka Dalam Mencari Informasi di UPT Perpustakaan Universitas Islam Negeri Raden Fatah,"Perpustakaan merupakan suatu unit organisasi yang bertujuan untuk menghimpun, menyimpan, mengelola, dan merapihkan koleksi bahan pustaka secara terstruktur agar dapat dimanfaatkan oleh pengguna sebagai sumber informasi dan juga sebagai fasilitas pembelajaran yang menyenangkan. Pemustaka yang sering menggunakan kecerdesan buatan akan menjadikan pemustaka tersebut ketergantungan namun kecerdesan buatan juga dapat membantu mereka mempermudah dalam mencari informasi yang mereka inginkan. Penelitian ini menggunakan metode penelitian literatur dengan mencari bahan-bahan dari segi literatur baik melalui jurnal, buku dan majalah dengan mencari di internet dan memanfaatkan kecerdasan bautan yang ada di perpustakaan UIN Raden Fatah Palembang. Penelitian ini dilakukan untuk mencari kebenaran terhadap dampak adanya kecerdasan buatan baik di perpuskaan maupun di manapun mereka mencari informasi. Dengan begitu penelitian ini bertujuan untuk mencari tahu sejauhmana dampak kecerdasan buatan bagi para pemustaka yang ada di perpustakaan UIN Raden Fatah Palembang. Penggunaan kecerdasan buatan banyak membantu para pemustaka dalam mencari informasi di perpustakaan, efisiensi waktu dalam mencari apa yang mereka inginkan menjadi faktor utama dalam menggunakan kecerdasan buatan di perpustakaan. Relevansi informasi yang diberikan oleh sebuah kecerdasan buatan menjadi sebuah keinginan tersendiri bagi para pemustaka dalam mencari informasi dan adanya kemajuan teknologi dalam perkembangan sekarang ini menjadi daya tarik tersendiri bagi perpustakaan dalam memperpmudah pustakawan dalam mencari informasi diperpustakaan. Collapse",2023,9,dampak artificial intelligence pemustaka mencari informasi upt perpustakaan universitas islam negeri raden fatah perpustakaan merupakan suatu unit organisasi bertujuan menghimpun menyimpan mengelola merapihkan koleksi bahan pustaka terstruktur dapat dimanfaatkan pengguna sumber informasi fasilitas pembelajaran menyenangkan pemustaka sering menggunakan kecerdesan buatan menjadikan pemustaka tersebut ketergantungan kecerdesan buatan juga dapat membantu mempermudah mencari informasi inginkan penelitian menggunakan metode penelitian literatur mencari bahanbahan segi literatur baik melalui jurnal buku majalah mencari internet memanfaatkan kecerdasan bautan ada perpustakaan uin raden fatah palembang penelitian dilakukan mencari kebenaran dampak adanya baik perpuskaan maupun manapun mereka mencari informasi begitu penelitian bertujuan mencari tahu sejauhmana dampak pemustaka ada perpustakaan uin raden fatah palembang penggunaan banyak membantu para pemustaka mencari informasi perpustakaan efisiensi waktu mencari apa mereka inginkan menjadi faktor utama menggunakan perpustakaan relevansi informasi diberikan sebuah menjadi sebuah keinginan tersendiri para pemustaka mencari informasi adanya kemajuan teknologi perkembangan sekarang menjadi daya tarik tersendiri perpustakaan memperpmudah pustakawan mencari informasi diperpustakaan,Pengembangan Chatbot Berbasis Natural Language Processing untuk Layanan Informasi
Analisis Bibliometrik Perancangan Arsitektur Dengan Kecerdasan Buatan,"Kemajuan teknologi dan keberadaan data besar dan kecerdasan buatan (Artificial Intelligence) yang dapat diakses, diteliti, dan diterapkan dalam beberapa dekade ini, bidang ilmu arsitektur pun mengalami perubahan dan perkembangan sebagai dampak dari fenomena tersebut. Namun kajian secara terstruktur maupun kajian secara cepat mengenai perubahan dan perkembangan teknologi terutama dalam pengetahuan Artificial Intelligence dan arsitektur yang mempengaruhi bidang keilmuan arsitektur itu sendiri di Indonesia belum tersedia secara komprehensif. Dalam penelitian literatur berikut ini, metode pencarian literatur melalui big data di internet dengan menggunakan perangkat lunak Publish or Perish yang kemudian dianalisa secara bibliometrik dengan menggunakan perangkat lunak VosViewer. Analisa bibliometric tersebut digunakan untuk mengidentifikasi kata kunci yang muncul bersamaan dalam penelitian selama 10 tahun terakhir. Secara keseluruhan, tujuan makalah ini adalah dapat menjadi sumber yang berguna untuk memperoleh wawasan tentang perancangan arsitektur dengan menggunakan Artificial Intelligence serta menjadi referensi untuk penelitian yang lebih lanjut. Collapse",2023,6,analisis bibliometrik perancangan arsitektur kemajuan teknologi keberadaan data besar artificial intelligence diakses diteliti diterapkan beberapa dekade bidang ilmu arsitektur mengalami perubahan perkembangan dampak fenomena tersebut kajian terstruktur maupun kajian cepat mengenai perubahan perkembangan teknologi terutama pengetahuan artificial intelligence arsitektur mempengaruhi bidang keilmuan arsitektur sendiri indonesia tersedia komprehensif penelitian literatur berikut metode pencarian literatur melalui big data internet menggunakan perangkat lunak publish perish kemudian dianalisa bibliometrik menggunakan perangkat lunak vosviewer analisa bibliometric tersebut digunakan mengidentifikasi kata kunci muncul bersamaan penelitian selama 10 tahun terakhir keseluruhan tujuan makalah adalah dapat menjadi sumber berguna memperoleh wawasan perancangan arsitektur menggunakan artificial intelligence menjadi referensi penelitian lebih lanjut,Penggunaan Kecerdasan Buatan dalam Pendidikan dan Pembelajaran
Hukum Perlindungan Konsumen dan Etika Bisnis di Era Teknologi Kecerdasan Buatan : Perlindungan Pengguna dan Tanggung Jawab Perusahaan,"Kemunculan teknologi Kecerdasan Buatan (Artificial Intelligence/AI) telah mengantarkan era transformatif bagi bisnis di seluruh dunia, menghadirkan peluang dan tantangan yang tak tertandingi. Dalam konteks Indonesia, negara dengan perekonomian yang berkembang pesat, penelitian ini mengeksplorasi interaksi antara Hukum Perlindungan Konsumen, Etika Bisnis, dan ranah AI yang sedang berkembang. Melalui lensa multidisiplin, penelitian ini meneliti kerangka hukum yang ada, pertimbangan etika, dan tanggung jawab perusahaan yang terkait dengan teknologi AI. Dengan menggunakan pendekatan metode campuran, termasuk analisis hukum, wawancara kualitatif, dan survei, penelitian ini bertujuan untuk mengajukan rekomendasi untuk meningkatkan perlindungan pengguna dan tanggung jawab perusahaan dalam lanskap AI di Indonesia. Temuan ini berkontribusi pada wacana global tentang penyelarasan dimensi hukum, etika, dan perusahaan di era AI. Collapse",2023,7,hukum perlindungan konsumen etika bisnis era teknologi perlindungan pengguna tanggung jawab perusahaan kemunculan teknologi artificial intelligenceai mengantarkan era transformatif bisnis seluruh dunia menghadirkan peluang tantangan tak tertandingi konteks indonesia negara perekonomian berkembang pesat penelitian mengeksplorasi interaksi hukum perlindungan konsumen etika bisnis ranah sedang berkembang melalui lensa multidisiplin penelitian meneliti kerangka hukum ada pertimbangan etika tanggung jawab perusahaan terkait teknologi menggunakan pendekatan metode campuran termasuk analisis hukum wawancara kualitatif survei penelitian bertujuan mengajukan rekomendasi meningkatkan perlindungan pengguna tanggung jawab perusahaan lanskap indonesia temuan berkontribusi wacana global penyelarasan dimensi hukum etika perusahaan era,Implikasi Hukum dan Perlindungan Hak Cipta dalam Inovasi Kecerdasan Buatan di Indonesia
"Penerapan dan Kontribusi Kecerdasan Buatan ChatGPT Untuk Menafsir Teks Hukum (Studi Kasus Penafsiran Pasal 10, Pasal 13, Permenkes No.889 Tahun 2011)","ChatGPT adalah model bahasa berbasis kecerdasan buatan yang dikembangkan oleh OpenAI. Salah satu aspek kritis dalam penerapan ChatGPT adalah kemampuannya untuk memahami, menafsirkan, dan memanfaatkan informasi yang terdapat dalam peraturan atau sebuah pedoman resmi. Hal ini tentunya sangat membantu dalam melakukan pekerjaan, salah satunya pada bidang Hukum, yaitu kemungkinan melakukan analisis interpretasi hukum, mengeksplorasi kemampuan ChatGPT untuk menafsir, memberikan interpretasi atau penjelasan tentang peraturan atau klausal hukum tertentu berdasarkan fakta-fakta atau skenario yang diberikan. Penelitian ini membahas mengenai Penerapan Dan Kontribusi Kecerdasan Buatan ChatGPT Untuk Menafsir Teks Hukum (Studi Kasus: Pasal 10, Pasal 13 Permenkes No.889 Tahun 2011). Penelitian akan difokuskan pada apakah ChatGPT dapat melakukan penafsiran pada kata “dianggap” pada bunyi Pasal 10 Ayat (1) yang menyebutkan Apoteker yang baru lulus pendidikan profesi: “dianggap telah lulus uji kompetensi”. Eksplorasi ChatGPT juga dilakukan dalam menafsir kata “dapat memperoleh”, pada Pasal 13 Ayat (1) “dapat memperoleh STRA (Surat Tanda Registrasi Apoteker) secara langsung”. Kedua pasal di atas dianggap ambigu karena penafsiran yang dilakukan bisa saja menjadi subjektif terlebih jika memiliki kepentingan tertentu di dalam mengambil keputusan. Eksplorasi dilakukan dengan memasukkan skenario pertanyaan tentang kedua pasal tersebut ke dalam GPT-3.5 dan juga GPT-4. Hasil eksplorasi menunjukkan bahwa ChatGPT memiliki kemampuan untuk melakukan penafsiran terhadap teks hukum. ChatGPT dapat memberikan kontribusi dan menjadi opsi masukan bagi praktisi hukum terhadap ketentuan yang ambigu ataupun sulit ditafsir oleh manusia, hal ini karena ChatGPT dianggap sebuah mesin yang netral dan tidak terpengaruh terhadap perasaan ataupun kepentingan. Kontribusi ChatGPT juga dapat memberikan efesiensi, baik dari aspek waktu maupun sumber daya manusia dalam lingkup praktisi hukum. Collapse",2023,4,penerapan kontribusi chatgpt menafsir teks hukum studi kasus penafsiran pasal 10 pasal 13 permenkes no889 tahun 2011 chatgpt model bahasa berbasis dikembangkan openai salah satu aspek kritis penerapan chatgpt kemampuannya memahami menafsirkan memanfaatkan informasi terdapat peraturan sebuah pedoman resmi tentunya sangat membantu melakukan pekerjaan salah satunya bidang hukum kemungkinan melakukan analisis interpretasi hukum mengeksplorasi kemampuan chatgpt menafsir memberikan interpretasi penjelasan peraturan klausal hukum tertentu berdasarkan faktafakta skenario diberikan penelitian ini membahas mengenai penerapan kontribusi chatgpt menafsir teks hukum studi kasus pasal 10 pasal 13 permenkes no889 tahun 2011 penelitian difokuskan apakah chatgpt melakukan penafsiran kata “ dianggap ” bunyi pasal 10 ayat 1 menyebutkan apoteker baru lulus pendidikan profesi “ dianggap lulus uji kompetensi ” eksplorasi chatgpt dilakukan menafsir kata “ dapat memperoleh ” pasal 13 ayat 1 “ dapat memperoleh stra surat tanda registrasi apoteker langsung ” kedua pasal atas dianggap ambigu penafsiran dilakukan saja menjadi subjektif terlebih memiliki kepentingan tertentu mengambil keputusan eksplorasi dilakukan memasukkan skenario pertanyaan kedua pasal tersebut dalam gpt35 gpt4 hasil eksplorasi menunjukkan chatgpt memiliki kemampuan melakukan penafsiran teks hukum chatgpt memberikan kontribusi menjadi opsi masukan praktisi hukum ketentuan ambigu ataupun sulit ditafsir manusia ini chatgpt dianggap sebuah mesin netral tidak terpengaruh perasaan ataupun kepentingan kontribusi chatgpt juga dapat memberikan efesiensi baik aspek waktu maupun sumber daya manusia dalam lingkup praktisi hukum,Pengaruh dan Pemanfaatan ChatGPT dalam Pendidikan Tinggi
Pendidikan dan Kecerdasan Buatan : Workshop Penerapan Chat GPT dan Text to Speech Prosa.ai untuk Meningkatkan Keterampilan Dosen di Nusa Tenggara Timur,"Abstrak 
Artificial Intelligence (AI) telah digunakan dalam berbagai aspek pendidikan, termasuk pengenalan pola, pengolahan citra, dan analisis semantik laten. Aplikasi AI seperti ChatGPT dan Text to Speech (TTS) dari Prosa.ai menawarkan potensi untuk mempersonalisasi pengalaman belajar, memberikan umpan balik real-time, dan menilai perkembangan siswa. Meskipun AI menawarkan banyak manfaat, artikel ini juga mengakui tantangan yang ada, seperti kurangnya literasi AI di kalangan siswa dan guru. Untuk mengatasi tantangan ini, artikel ini menyarankan pelaksanaan workshop untuk meningkatkan pemahaman dan keterampilan dosen dalam menggunakan AI dalam proses belajar mengajar. Tujuan dari workshop ini adalah untuk memanfaatkan teknologi ini untuk meningkatkan efektivitas dan efisiensi pembelajaran, serta mendorong inovasi dan kreativitas dalam cara mengajar, pembuatan konten, dan pengelolaan proses pembelajaran. 
Kata Kunci : Kecerdasan Buatan dalam Pendidikan, Pengalaman Belajar Personalisasi, Pelatihan Dosen dalam AI 
Abstract 
Artificial Intelligence (AI) has been utilized in various aspects of education, including pattern recognition, image processing, and latent semantic analysis. AI applications such as ChatGPT and Text to Speech (TTS) from Prosa.ai offer the potential to personalize learning experiences, provide real-time feedback, and assess student progress. Despite the many benefits AI offers, this article also acknowledges the existing challenges, such as the lack of AI literacy among students and teachers. To address these challenges, the article suggests the skills in using AI in the teaching-learning process. The aim of these workshops is to leverage this technology to enhance the effectiveness and efficiency of learning, as well as to encourage innovation and creativity in teaching methods, content creation, and learning process management. 
Keywords : Artificial Intelligence in Education, Personalized Learning Experiences, Teacher Training in AI Collapse",2023,6,pendidikan workshop penerapan chat gpt text speech prosaai meningkatkan keterampilan dosen nusa tenggara timur abstrak artificial intelligence digunakan berbagai aspek pendidikan termasuk pengenalan pola pengolahan citra analisis semantik laten aplikasi chatgpt text speech tts prosaai menawarkan potensi mempersonalisasi pengalaman belajar memberikan umpan balik realtime menilai perkembangan siswa meskipun menawarkan banyak manfaat artikel juga mengakui tantangan ada kurangnya literasi kalangan siswa guru mengatasi tantangan artikel menyarankan pelaksanaan workshop meningkatkan pemahaman keterampilan dosen menggunakan proses belajar mengajar tujuan workshop adalah memanfaatkan teknologi untuk meningkatkan efektivitas efisiensi pembelajaran mendorong inovasi kreativitas cara mengajar pembuatan konten pengelolaan proses pembelajaran kata kunci pendidikan pengalaman belajar personalisasi pelatihan dosen abstract artificial intelligence utilized various aspects education including pattern recognition image processing latent semantic analysis applications chatgpt text speech tts prosaai offer potential personalize learning experiences provide realtime feedback assess student progress despite many benefits offers article also acknowledges existing challenges lack literacy among students teachers address challenges article suggests skills using teachinglearning process aim workshops leverage technology enhance effectiveness efficiency learning well encourage innovation creativity teaching methods content creation learning process management keywords artificial intelligence education personalized learning experiences teacher training,Penggunaan Kecerdasan Buatan dalam Pendidikan dan Pembelajaran
Strategi Katekis Sebagai Pendidik Iman Dalam Menghadapi Dampak Kecerdasan Buatan,"Artikel ini bertujuan untuk menjelaskan respons dan kesiapsediaan katekis terhadap ancaman kecerdasan buatan yang mencoba menguasai kegiatan beragama. Teknologi kecerdasan buatan yang terus berkembang telah menggantikan pekerjaan manusia termasuk tugas pokok seorang katekis sebagai pendidik iman. Artikel ini ditulis menggunakan metode kualitatif dengan pendekatan studi kepustakaan (library research). Dengan metode kualitatif ini, peneliti mengumpulkan dan menganalisis data yang bersumber dari artikel, buku elektronik, surat kabar, dokumen, dan studi lainnya. Penelitian ini menghasilkan bahwa dalam menghadapi kemajuan teknologi kecerdasan buatan yang mencoba merebut tugas pokok katekis seperti halnya kejadian di Jerman, tuntutan untuk menentukan strateg-strategi yang relevan dan berlandaskan dengan nilai-nilai injil oleh katekis sebagai pendidik iman harus diperkuat agar jangan sampai umat minim menghayati pengalaman iman.  Dokumen-dokumen yang dikeluarkan Gereja memberikan penguatan kepada katekis di zaman kemajuan kecerdasan buatan ini agar dengan strategi-strategi yang dibuat tetap relevan dan dibutuhkan di tengah kemajuan kecerdasan buatan yang hampir seluruhnya menggantikan pekerjaan manusia, termasuk dalam kegiatan beragama. Collapse",2023,11,strategi katekis pendidik iman menghadapi dampak artikel bertujuan menjelaskan respons kesiapsediaan katekis ancaman mencoba menguasai kegiatan beragama teknologi terus berkembang menggantikan pekerjaan manusia termasuk tugas pokok seorang katekis pendidik iman artikel ditulis menggunakan metode kualitatif pendekatan studi kepustakaan library research metode kualitatif peneliti mengumpulkan menganalisis data bersumber artikel buku elektronik surat kabar dokumen studi lainnya penelitian menghasilkan menghadapi kemajuan teknologi mencoba merebut tugas pokok katekis halnya kejadian jerman tuntutan menentukan strategstrategi relevan berlandaskan nilainilai injil katekis pendidik iman diperkuat jangan umat minim menghayati pengalaman iman dokumendokumen dikeluarkan gereja memberikan penguatan katekis zaman kemajuan agar strategistrategi dibuat tetap relevan dibutuhkan tengah kemajuan hampir seluruhnya menggantikan pekerjaan manusia termasuk dalam kegiatan beragama,Transformasi Masyarakat di Era Society 5.0 dan Revolusi Industri 4.0
PENDIDIKAN ISLAM DALAM BAYANGAN ARTIFICIAL INTELLIGENCE ( KECERDASAN BUATAN ): SEBUAH KAJIAN PUSTAKA MENGENAI DAMPAK AI DALAM PENDIDIKAN ISLAM,"Abstract:Kecerdasan buatan (AI) telah membawa perubahan besar dalam banyak aspek kehidupan manusia. Pendidikan Islam sebagai salah satu bidang yang terkena dampak juga mengalami perubahan signifikan dalam hal metode pengajaran dan pembelajaran. Artikel ini bertujuan untuk mengeksplorasi bagaimana kecerdasan buatan dapat dimanfaatkan dalam pendidikan Islam dan bagaimana hal ini mempengaruhi pengajaran dan pembelajaran di institusi pendidikan Islam. 
Keyword: Artificial Intelligence, Kecerdasan Buatan , Pendidikan Islam Collapse",2023,0,pendidikan islam bayangan artificial intelligence sebuah kajian pustaka mengenai dampak pendidikan islam abstract membawa perubahan besar banyak aspek kehidupan manusia pendidikan islam salah satu bidang terkena dampak mengalami perubahan signifikan metode pengajaran pembelajaran artikel bertujuan mengeksplorasi bagaimana dimanfaatkan pendidikan islam bagaimana hal ini mempengaruhi pengajaran pembelajaran institusi pendidikan islam keyword artificial intelligence pendidikan islam,Integrasi AI dalam Pendidikan Agama Islam
Kecerdasan Buatan (Artificial Intelegence) Dalam Pendidikan,"Perkembangan teknologi kecerdasan buatan telah menjadi bagian dari kehidupan umat manusia, dan telah menjadi faktor kunci dalam mengubah pendidikan. Oleh sebab itu, kemampuan untuk menciptakan dan mengembangkan pembelajaran inovatif untuk memenuhi kebutuhan pembelajaran mandiri melalui bantuan teknologi kecerdasan buatan menjadi sebuah keniscayaan. Studi ini bertujuan untuk menggali informasi dan mengkaji secara kritis tentang teknologi kecerdasan buatan dalam pendidikan. Penelitian ini menggunakan studi pustaka dengan kajian teoretis untuk menggali informasi dari berbagai sumber literatur tentang teknologi kecerdasan buatan dalam pendidikan. Berdasarkan hasil kajian pustaka yang telah dilakukan disimpulkan bahwa keberadaan teknologi kecerdasan buatan telah berkontribusi sebagai agen, platform, dan analitik dalam beragam konteks dalam disiplin ilmu dalam pendidikan. Namun demikian, para pendidik perlu mencari cara untuk memasukkan pertimbangan etis ke dalam desain dan implementasi pendidikan berbasis teknologi kecerdasan buatan dengan penuh perhatian dan tanggung jawab. Sebab, selain memberi kontribusi besar terhadap pendidikan, teknologi kecerdasan buatan dapat memberi masalah yang kompleks pada beberapa aspek etis yang memerlukan dialog berkelanjutan dan pengambilan keputusan yang  tepat. Oleh sebab itu, perlu adanya pembinaan nilai etika dan moral secara berkelanjutan yang harus dilakukan di lingkungan akademik untuk memastikan teknologi kecerdasan buatan dimanfaatkan untuk tujuan etis dan bertanggung jawab. Collapse",2023,0,artificial intelegence pendidikan perkembangan teknologi menjadi bagian kehidupan umat manusia menjadi faktor kunci mengubah pendidikan kemampuan menciptakan mengembangkan pembelajaran inovatif memenuhi kebutuhan pembelajaran mandiri melalui bantuan teknologi menjadi sebuah keniscayaan studi bertujuan menggali informasi mengkaji kritis teknologi pendidikan penelitian menggunakan studi pustaka kajian teoretis menggali informasi berbagai sumber literatur teknologi pendidikan berdasarkan hasil kajian pustaka telah dilakukan disimpulkan keberadaan teknologi telah berkontribusi agen platform analitik beragam konteks disiplin ilmu pendidikan demikian pendidik perlu mencari cara memasukkan pertimbangan etis dalam desain implementasi pendidikan berbasis teknologi penuh perhatian tanggung jawab sebab selain memberi kontribusi besar pendidikan teknologi memberi masalah kompleks beberapa aspek etis memerlukan dialog berkelanjutan pengambilan keputusan tepat sebab perlu adanya pembinaan nilai etika moral berkelanjutan harus dilakukan lingkungan akademik memastikan teknologi dimanfaatkan tujuan etis bertanggung jawab,Integrasi AI dalam Pendidikan Agama Islam
Penerapan Algoritma A*(A-Star) untuk Mencari Jalur Terdekat (Shortest Path) dalam Kecerdasan Buatan (Studi Kasus: Game Snake),"Game sebagai media hiburan telah berkembang secara pesat seiring dengan teknologi. Salah satu unsur yang berperan penting dalam sebuah game adalah kecerdasan buatan . Dengan menggunakan kecerdasan buatan , diharapkan permainan ular ini menjadi terobosan baru dalam menerapkan algoritma untuk menentukan jalur terpendek pada ular. Dengan menggunakan algoritma ini dimungkinkan akan menjadi suatu terobosan yang baru untuk permainan ini dalam menentukan jalur ular terpendek dalam mencari makanannya.Metode yang peneliti gunakan adalah dengan pengujian dan pengukuran dari hasil perhitungan biaya melalui penggunaan Algoritma A* untuk menghitung jalur terpendek pada permainan ular.Dalam sistem yang dibuat, peneliti memanfaatkan Algoritma A* untuk memproses dan menghitung biaya ter-rendah yang didapatkan pada saat ular berjalan untuk menuju makanannya. Kesimpulan yang dapat diambil oleh peneliti adalah dengan menggunakan algoritma A* ini pengujian terbilang cukup efektif untuk mencari jalur terpendek dan efisien serta sistem kecerdasan buatan yang terbaru sehingga permainan ini bisa dijadikan acuan untuk dijadikan penelitian selanjutnya karena dapat dimungkinkan untuk dilakukan pengujian-pengujian atau penelitian yang lain seperti mengkomparasi dengan algoritma yang lain untuk menentukan yang mana yang paling bagus. 
Kata kunci: Algoritma A*, kecerdasan buatan , permainan ular Collapse",2023,3,penerapan algoritma aastar mencari jalur terdekat shortest path studi kasus game snake game media hiburan berkembang pesat seiring teknologi salah satu unsur berperan penting sebuah game menggunakan diharapkan permainan ular menjadi terobosan baru menerapkan algoritma menentukan jalur terpendek ular menggunakan algoritma dimungkinkan menjadi suatu terobosan baru permainan menentukan jalur ular terpendek dalam mencari makanannyametode peneliti gunakan dengan pengujian pengukuran hasil perhitungan biaya melalui penggunaan algoritma menghitung jalur terpendek permainan ulardalam sistem dibuat peneliti memanfaatkan algoritma memproses menghitung biaya terrendah didapatkan saat ular berjalan menuju makanannya kesimpulan dapat diambil peneliti dengan menggunakan algoritma pengujian terbilang cukup efektif mencari jalur terpendek efisien sistem terbaru permainan bisa dijadikan acuan dijadikan penelitian selanjutnya dapat dimungkinkan dilakukan pengujianpengujian penelitian lain mengkomparasi dengan algoritma lain menentukan mana paling bagus kata kunci algoritma permainan ular,Penggunaan Finite State Machine dalam Pengembangan NPC Game
