title,authors,abstract,submitted_date,pdf_link
Interactive Digital Learning Materials for Kindergarten Students in Bangladesh,Md. Baharul Islam;Md. Kabirul Islam;Arif Ahmed;Abu Kalam Shamsuddin,"The pedagogy of teaching and learning has changed with the proliferation of communication technology and it is necessary to develop interactive learning materials for children that may improve their learning, catching, and memorizing capabilities. Perhaps, one of the most important innovations in the age of technology is multimedia and its application. It is imperative to create high quality and realistic learning environment for children. Interactive learning materials can be easier to understand and deal with their first learning. We developed some interactive learning materials in the form of a video for Playgroup using multimedia application tools. This study investigated the impact of students' abilities to acquire new knowledge or skills through interactive learning materials. We visited one kindergartens (Nursery schools), interviewed class teachers about their teaching methods and level of students' ability of recognizing English alphabets, pictures, etc. The course teachers were provided interactive learning materials to show their playgroups for a number of sessions. The video included English alphabets with related words and pictures, and motivational fun. We noticed that almost all children were very interested to interact with their leaning video. The students were assessed individually and asked to recognize the alphabets, and pictures. The students adapted with their first alphabets very quickly. However, there were individual differences in their cognitive development. This interactive multimedia can be an alternative to traditional pedagogy for teaching playgroups. △ Less","7 November, 2014",https://arxiv.org/pdf/1411.2075
"Space proof complexity for random 3
-CNFs via a (2-ε)
-Hall's Theorem",Ilario Bonacina;Nicola Galesi;Tony Huynh;Paul Wollan,"We investigate the space complexity of refuting 3-CNFs in Resolution and algebraic systems. No lower bound for refuting any family of 3-CNFs was previously known for the total space in resolution or for the monomial space in algebraic systems. We prove that every Polynomial Calculus with Resolution refutation of a random 3-CNF φ in n variables requires, with high probability, Ω(n/\log n) distinct monomials to be kept simultaneously in memory. The same construction also proves that every Resolution refutation φ requires, with high probability, Ω(n/\log n) clauses each of width Ω(n/\log n) to be kept at the same time in memory. This gives a Ω(n^2/\log^2 n) lower bound for the total space needed in Resolution to refute φ. The main technical innovation is a variant of Hall's theorem. We show that in bipartite graphs G with bipartition (L,R) and left-degree at most 3, L can be covered by certain families of disjoint paths, called (2,4)-matchings, provided that L expands in R by a factor of (2-ε), for ε< \frac{1}{23}. △ Less","6 November, 2014",https://arxiv.org/pdf/1411.1619
Immersive and Collaborative Data Visualization Using Virtual Reality Platforms,Ciro Donalek;S. G. Djorgovski;Scott Davidoff;Alex Cioc;Anwell Wang;Giuseppe Longo;Jeffrey S. Norris;Jerry Zhang;Elizabeth Lawler;Stacy Yeh;Ashish Mahabal;Matthew Graham;Andrew Drake,"Effective data visualization is a key part of the discovery process in the era of big data. It is the bridge between the quantitative content of the data and human intuition, and thus an essential component of the scientific path from data into knowledge and understanding. Visualization is also essential in the data mining process, directing the choice of the applicable algorithms, and in helping to identify and remove bad data from the analysis. However, a high complexity or a high dimensionality of modern data sets represents a critical obstacle. How do we visualize interesting structures and patterns that may exist in hyper-dimensional data spaces? A better understanding of how we can perceive and interact with multi dimensional information poses some deep questions in the field of cognition technology and human computer interaction. To this effect, we are exploring the use of immersive virtual reality platforms for scientific data visualization, both as software and inexpensive commodity hardware. These potentially powerful and innovative tools for multi dimensional data visualization can also provide an easy and natural path to a collaborative data visualization and exploration, where scientists can interact with their data and their colleagues in the same visual space. Immersion provides benefits beyond the traditional desktop visualization tools: it leads to a demonstrably better perception of a datascape geometry, more intuitive data understanding, and a better retention of the perceived relationships in the data. △ Less","28 October, 2014",https://arxiv.org/pdf/1410.7670
"Improved Region-Growing and Combinatorial Algorithms for k
-Route Cut Problems",Guru Guruganesh;Laura Sanita;Chaitanya Swamy,"We study the {\em k-route} generalizations of various cut problems, the most general of which is \emph{k-route multicut} (k-MC) problem, wherein we have r source-sink pairs and the goal is to delete a minimum-cost set of edges to reduce the edge-connectivity of every source-sink pair to below k. The k-route extensions of multiway cut (k-MWC), and the minimum s-t cut problem (k-(s,t)-cut), are similarly defined. We present various approximation and hardness results for these k-route cut problems that improve the state-of-the-art for these problems in several cases. (i) For {\em k-route multiway cut}, we devise simple, but surprisingly effective, combinatorial algorithms that yield bicriteria approximation guarantees that markedly improve upon the previous-best guarantees. (ii) For {\em k-route multicut}, we design algorithms that improve upon the previous-best approximation factors by roughly an O(\sqrt{\log r})-factor, when k=2, and for general k and unit costs and any fixed violation of the connectivity threshold k. The main technical innovation is the definition of a new, powerful \emph{region growing} lemma that allows us to perform region-growing in a recursive fashion even though the LP solution yields a {\em different metric} for each source-sink pair. (iii) We complement these results by showing that the {\em k-route s-t cut} problem is at least as hard to approximate as the {\em densest-k-subgraph} (DkS) problem on uniform hypergraphs. △ Less","19 October, 2014",https://arxiv.org/pdf/1410.5105
Formative Assessment and its E-learning Implementation,S. M. Jacob;B. Issac,"Innovation in assessment is no more a choice in a tech-savvy instant age. The purpose of this study was to get more insight into the implementation of formative assessment through the e-learning tool called Black Board Learning System in our University. The proposal is to implement a series of weekly or fortnightly tests on the BB. These would have options to provide sufficient feedback as a follow up to the attempt of students. Responses from questionnaires were used to discover the important concerns in the perceptions of students on the proposed concept of continuous assessment and the BB Online test implementation. The results indicate that students support the idea mainly because they find the disintegration into small topic assessments as useful, coupled with the availability of immediate teacher feedback. What we intend is a culture of success, backed by a belief that all pupils can achieve the same. △ Less","17 October, 2014",https://arxiv.org/pdf/1410.4675
The mobile devices and its mobile learning usage analysis,S. M. Jacob;B. Issac,The usage of mobile devices for mobile learning is becoming increasingly popular. There is a new brand of students in the universities now-a-days who are easily connected to technology and innovative mobile devices. We attempt to do an analysis on a survey done with university students on mobile device usage for mobile learning purposes. This is to find the learning trends within the student community so that some of these popular practices could be encouraged to enhance learning among the student community. Both the quantitative and qualitative approaches are adopted in the analysis. The results are discussed and conclusions drawn in the end. △ Less,"16 October, 2014",https://arxiv.org/pdf/1410.4375
Refined Particle Swarm Intelligence Method for Abrupt Motion Tracking,Mei Kuan Lim;Chee Seng Chan;Dorothy Monekosso;Paolo Remagnino,"Conventional tracking solutions are not feasible in handling abrupt motion as they are based on smooth motion assumption or an accurate motion model. Abrupt motion is not subject to motion continuity and smoothness. To assuage this, we deem tracking as an optimisation problem and propose a novel abrupt motion tracker that based on swarm intelligence - the SwaTrack. Unlike existing swarm-based filtering methods, we first of all introduce an optimised swarm-based sampling strategy to tradeoff between the exploration and exploitation of the search space in search for the optimal proposal distribution. Secondly, we propose Dynamic Acceleration Parameters (DAP) allow on the fly tuning of the best mean and variance of the distribution for sampling. Such innovating idea of combining these strategies in an ingenious way in the PSO framework to handle the abrupt motion, which so far no existing works are found. Experimental results in both quantitative and qualitative had shown the effectiveness of the proposed method in tracking abrupt motions. △ Less","14 October, 2014",https://arxiv.org/pdf/1410.3744
Batch Codes through Dense Graphs without Short Cycles,Alexandros G. Dimakis;Anna Gal;Ankit Singh Rawat;Zhao Song,"Consider a large database of n data items that need to be stored using m servers. We study how to encode information so that a large number k of read requests can be performed in parallel while the rate remains constant (and ideally approaches one). This problem is equivalent to the design of multiset Batch Codes introduced by Ishai, Kushilevitz, Ostrovsky and Sahai [17]. We give families of multiset batch codes with asymptotically optimal rates of the form 1-1/\text{poly}(k) and a number of servers m scaling polynomially in the number of read requests k. An advantage of our batch code constructions over most previously known multiset batch codes is explicit and deterministic decoding algorithms and asymptotically optimal fault tolerance. Our main technical innovation is a graph-theoretic method of designing multiset batch codes using dense bipartite graphs with no small cycles. We modify prior graph constructions of dense, high-girth graphs to obtain our batch code results. We achieve close to optimal tradeoffs between the parameters for bipartite graph based batch codes. △ Less","10 October, 2014",https://arxiv.org/pdf/1410.2920
Computational Beauty: Aesthetic Judgment at the Intersection of Art and Science,Emily L. Spratt;Ahmed Elgammal,"In part one of the Critique of Judgment, Immanuel Kant wrote that ""the judgment of taste...is not a cognitive judgment, and so not logical, but is aesthetic.""\cite{Kant} While the condition of aesthetic discernment has long been the subject of philosophical discourse, the role of the arbiters of that judgment has more often been assumed than questioned. The art historian, critic, connoisseur, and curator have long held the esteemed position of the aesthetic judge, their training, instinct, and eye part of the inimitable subjective processes that Kant described as occurring upon artistic evaluation. Although the concept of intangible knowledge in regard to aesthetic theory has been much explored, little discussion has arisen in response to the development of new types of artificial intelligence as a challenge to the seemingly ineffable abilities of the human observer. This paper examines the developments in the field of computer vision analysis of paintings from canonical movements with the history of Western art and the reaction of art historians to the application of this technology in the field. Through an investigation of the ethical consequences of this innovative technology, the unquestioned authority of the art expert is challenged and the subjective nature of aesthetic judgment is brought to philosophical scrutiny once again. △ Less","29 September, 2014",https://arxiv.org/pdf/1410.2488
Sampling and Galerkin reconstruction in reproducing kernel spaces,Cheng Cheng;Yingchun Jiang;Qiyu Sun,"In this paper, we consider sampling in a reproducing kernel subspace of L^p. We introduce a pre-reconstruction operator associated with a sampling scheme and propose a Galerkin reconstruction in general Banach space setting. We show that the proposed Galerkin method provides a quasi-optimal approximation, and the corresponding Galerkin equations could be solved by an iterative approximation-projection algorithm. We also present detailed analysis and numerical simulations of the Galerkin method for reconstructing signals with finite rate of innovation. △ Less","7 October, 2014",https://arxiv.org/pdf/1410.1828
Using Professional Social Networking as an Innovative Method for Data Extraction: The ICT Alumni Index Case Study,Rasha Y. Tantawy;Ziad Farouk;Shereen Mohamed;Ahmed H. Yousef,"The lack of data regarding Information and Communications Technology sector alumni data is a known problem in several countries including Egypt. It is not clear what entry and senior jobs are occupied by alumni and which countries attract them. This affects the planning, design and execution of both the ICT sector and the Education sector. In this research, a joint team is formulated from the Technology Innovation and Entrepreneurship Center TIEC and the Ministry of Higher Education. This team is undertaking extensive analysis of the structure, distribution and development of the ICT skills and employment. △ Less","6 October, 2014",https://arxiv.org/pdf/1410.1348
A Systematic Approach to Setting Up Distributed Global Collaborations for Software-based Products in the Automotive Domain,Inna Smirnova,"There is an increasing need for organizations to collaborate with internal and external partners on a global scale for creating software-based products and services. Many aspects and risks need to be addressed when setting up such global collaborations. Different types of collaborations such as engineering collaborations or innovation-focused collaborations need to be considered. Further aspects such as cultural and social aspects, coordination, infrastructure, organizational change process, and communication issues need to be examined. Although there are already experiences available with respect to setting up global collaborations, they are mainly focusing on certain specific areas. An overall holistic approach that guides companies in systematically setting up global collaborations for software-based products is widely missing. The goal of this thesis is to analyze existing literature and related information and to extract topics that need be taken into account while establishing global software development collaborations - to identify solutions, risks, success factors, strategies, good experiences as well as good examples. This information is structured in a way so that it can be used by companies as a well-grounded holistic approach to guide companies effectively in setting up long-term global collaborations in the domain software development. The presented approach is based on scientific findings reported in literature, driven by industry needs, and confirmed by industry experts. △ Less","3 October, 2014",https://arxiv.org/pdf/1410.0973
CONCERT: A Cloud-Based Architecture for Next-generation Cellular Systems,Jingchu Liu;Tao Zhao;Sheng Zhou;Yu Cheng;Zhisheng Niu,"Cellular networks are one of the corner stones of our information-driven society. However, existing cellular systems have been seriously challenged by the explosion of mobile data traffic, the emergence of machine-type communications and the flourish of mobile Internet services. In this article, we propose CONCERT (CONvergence of Cloud and cEllulaR sysTems), a converged edge infrastructure for future cellular communications and mobile computing services. The proposed architecture is constructed based on the concept of control/data (C/D) plane decoupling. The data plane includes heterogeneous physical resources such as radio interfacing equipment, computational resources, and software-defined switches. The control plane jointly coordinates physical resources to present them as virtual resources, over which software-defined services including communications, computing, and management can be deployed in a flexible manner. Moreover, we introduce new designs for physical resources placement and task scheduling, so that CONCERT can overcome the drawbacks of the existing baseband-up centralization approach and better facilitate innovations in next-generation cellular networks. These advantages are demonstrated with application examples on the radio access networks (RANs) with C/D decoupled air interface, delay sensitive machine-type communications, and real-time mobile cloud gaming. We also discuss some fundamental research issues arising with the proposed architecture to illuminate future research directions. △ Less","1 October, 2014",https://arxiv.org/pdf/1410.0113
An agent-driven semantical identifier using radial basis neural networks and reinforcement learning,Christian Napoli;Giuseppe Pappalardo;Emiliano Tramontana,"Due to the huge availability of documents in digital form, and the deception possibility raise bound to the essence of digital documents and the way they are spread, the authorship attribution problem has constantly increased its relevance. Nowadays, authorship attribution,for both information retrieval and analysis, has gained great importance in the context of security, trust and copyright preservation. This work proposes an innovative multi-agent driven machine learning technique that has been developed for authorship attribution. By means of a preprocessing for word-grouping and time-period related analysis of the common lexicon, we determine a bias reference level for the recurrence frequency of the words within analysed texts, and then train a Radial Basis Neural Networks (RBPNN)-based classifier to identify the correct author. The main advantage of the proposed approach lies in the generality of the semantic analysis, which can be applied to different contexts and lexical domains, without requiring any modification. Moreover, the proposed system is able to incorporate an external input, meant to tune the classifier, and then self-adjust by means of continuous learning reinforcement. △ Less","30 September, 2014",https://arxiv.org/pdf/1409.8484
Multicast Group Management for Multi-View 3D Videos in Wireless Networks,Chi-Heng Lin;De-Nian Yang;Chih-Chung Lin;Wanjiun Liao,"With the emergence of 3D mobile devices available in the markets, mobile 3D video services become increasingly important for video service providers, such as Youtube and Netflix, while multi-view 3D videos are potential to bring out varied innovative applications. However, enabling multi-view 3D video services may overwhelm WiFi networks when we multicast every view of a video. In this paper, therefore, we propose to incorporate depth-image-based rendering (DIBR), which allows each mobile client to synthesize the desired view from nearby left and right views, to effectively reduce the bandwidth consumption. Moreover, due to varied channel conditions, each client may suffer from different packet loss probabilities, and retransmissions incur additional bandwidth consumption. To address this issue, we first analyze the merit of view protection via DIBR for multi-view video multicast and then design a new protocol, named Multi-View Group Management Protocol (MVGMP), for the dynamic group management of multicast users. Simulation results manifest that our protocol effectively reduces bandwidth consumption and increases the probability for each client to successfully playback the desired view of a multi-view 3D video. △ Less","2 December, 2014",https://arxiv.org/pdf/1409.8352
Recommending Investors for Crowdfunding Projects,Jisun An;Daniele Quercia;Jon Crowcroft,"To bring their innovative ideas to market, those embarking in new ventures have to raise money, and, to do so, they have often resorted to banks and venture capitalists. Nowadays, they have an additional option: that of crowdfunding. The name refers to the idea that funds come from a network of people on the Internet who are passionate about supporting others' projects. One of the most popular crowdfunding sites is Kickstarter. In it, creators post descriptions of their projects and advertise them on social media sites (mainly Twitter), while investors look for projects to support. The most common reason for project failure is the inability of founders to connect with a sufficient number of investors, and that is mainly because hitherto there has not been any automatic way of matching creators and investors. We thus set out to propose different ways of recommending investors found on Twitter for specific Kickstarter projects. We do so by conducting hypothesis-driven analyses of pledging behavior and translate the corresponding findings into different recommendation strategies. The best strategy achieves, on average, 84% of accuracy in predicting a list of potential investors' Twitter accounts for any given project. Our findings also produced key insights about the whys and wherefores of investors deciding to support innovative efforts. △ Less","12 October, 2014",https://arxiv.org/pdf/1409.7489
Engineering Autonomous Driving Software,Christian Berger;Bernhard Rumpe,"A larger number of people with heterogeneous knowledge and skills running a project together needs an adaptable, target, and skill-specific engineering process. This especially holds for a project to develop a highly innovative, autonomously driving vehicle to participate in the 2007 DARPA Urban Challenge. In this contribution, we present essential elements of a software and systems engineering process to develop a so-called artificial intelligence capable of driving autonomously in complex urban situations. The process itself includes agile concepts, like a test first approach, continuous integration of all software modules, and a reliable release and configuration management assisted by software tools in integrated development environments. However, one of the most important elements for an efficient and stringent development is the ability to efficiently test the behavior of the developed system in a flexible and modular system simulation for urban situations both interactively and unattendedly. We call this the simulate first approach. △ Less","22 September, 2014",https://arxiv.org/pdf/1409.6579
"An Energy Efficiency policy for Communications with C-RAN, ICN and Transition Smooth",Di Zhang;Zhenyu Zhou;Takuro Sato,"Towards next generation communications, Energy Efficiency (EE) attracts lots of attentions nowadays. Some innovative techniques have been proposed in prior literatures, especially the sleep mechanism of base station (BS). Yet how to sleep and when to sleep are still vague concepts. Another, most of the studies focus on the cellular section or core networks separately while integral and comprehensive version is neglected in prior literatures. In this paper,the integral optimization structure is studied based on cloud radio network (C-RAN) and information centric network (ICN) that raised latest combined with the sleep mode. The original C-RAN and ICN structures are amended in terms of reality application of sleep techniques. While adopting the sleep techniques both in core and cellular, apart from previous works, a transition smooth method that solve the current surge problems which is ignored before is further proposed. Based on the new method, it will be much more feasible to adopt the sleep techniques by knowing the appropriate occasion for transition between sleep and idle mode. Comprehensive computer based simulation results demonstrate that this integer proposal achieves better EE feature with negligible impact on quality of service (QoS) of user equipments (UEs). △ Less","21 September, 2014",https://arxiv.org/pdf/1409.5954
A new Watermarking Technique for Medical Image using Hierarchical Encryption,Med Karim Abdmouleh;Ali Khalfallah;Med Salim Bouhlel,"In recent years, characterized by the innovation of technology and the digital revolution, the field of media has become important. The transfer and exchange of multimedia data and duplication have become major concerns of researchers. Consequently, protecting copyrights and ensuring service safety is needed. Cryptography has a specific role, is to protect secret files against unauthorized access. In this paper, a hierarchical cryptosystem algorithm based on Logistic Map chaotic systems is proposed. The results show that the proposed method improves the security of the image. Experimental results on a database of 200 medical images show that the proposed method significantly gives better results. △ Less","16 September, 2014",https://arxiv.org/pdf/1409.4587
Simulating Noisy Channel Interaction,Mark Braverman;Jieming Mao,"We show that T rounds of interaction over the binary symmetric channel BSC_{1/2-ε} with feedback can be simulated with O(ε^2 T) rounds of interaction over a noiseless channel. We also introduce a more general ""energy cost"" model of interaction over a noisy channel. We show energy cost to be equivalent to external information complexity, which implies that our simulation results are unlikely to carry over to energy complexity. Our main technical innovation is a self-reduction from simulating a noisy channel to simulating a slightly-less-noisy channel, which may have other applications in the area of interactive compression. △ Less","15 September, 2014",https://arxiv.org/pdf/1409.4290
A New Course on Creativity in an Engineering Program: Foundations and Issues,Sophie Morin;Jean-Marc Robert;Liane Gabora,"The importance of innovation in the world's economy, now undeniable, draws great attention to the need to improve organizations' creative potential. In the last 60 years, hundreds of books have been written on the subject and hundreds of webpages display information on how to be more creative and achieve innovation. Several North American and European universities offer graduated programs in creativity. However, building an effective and validated creativity training program is not without challenges. Because of the nature of their work, engineers are often asked to be innovative. Without aiming for a degree in creativity, could future engineers benefit from training programs in creativity? This article presents the conceptual framework and pedagogical elements of a new course in creativity for engineering students. △ Less","13 September, 2014",https://arxiv.org/pdf/1409.3909
