title,authors,abstract,submitted_date,pdf_link
PJAIT Systems for the IWSLT 2015 Evaluation Campaign Enhanced by Comparable Corpora,Krzysztof Wołk;Krzysztof Marasek,"In this paper, we attempt to improve Statistical Machine Translation (SMT) systems on a very diverse set of language pairs (in both directions): Czech - English, Vietnamese - English, French - English and German - English. To accomplish this, we performed translation model training, created adaptations of training settings for each language pair, and obtained comparable corpora for our SMT systems. Innovative tools and data adaptation techniques were employed. The TED parallel text corpora for the IWSLT 2015 evaluation campaign were used to train language models, and to develop, tune, and test the system. In addition, we prepared Wikipedia-based comparable corpora for use with our SMT system. This data was specified as permissible for the IWSLT 2015 evaluation. We explored the use of domain adaptation techniques, symmetrized word alignment models, the unsupervised transliteration models and the KenLM language modeling tool. To evaluate the effects of different preparations on translation results, we conducted experiments and used the BLEU, NIST and TER metrics. Our results indicate that our approach produced a positive impact on SMT quality. △ Less","5 December, 2015",https://arxiv.org/pdf/1512.01639
On the Energy Efficiency Prospects of Network Function Virtualization,Rashid Mijumbi,"Network Function Virtualization (NFV) has recently received significant attention as an innovative way of deploying network services. By decoupling network functions from the physical equipment on which they run, NFV has been proposed as passage towards service agility, better time-to-market, and reduced Capital Expenses (CAPEX) and Operating Expenses (OPEX). One of the main selling points of NFV is its promise for better energy efficiency resulting from consolidation of resources as well as their more dynamic utilization. However, there are currently no studies or implementations which attach values to energy savings that can be expected, which could make it hard for Telecommunication Service Providers (TSPs) to make investment decisions. In this paper, we utilize Bell Labs' GWATT tool to estimate the energy savings that could result from the three main NFV use cases Virtualized Evolved Packet Core (VEPC), Virtualized Customer Premises Equipment (VCPE) and Virtualized Radio Access Network (VRAN). We determine that the part of the mobile network with the highest energy utilization prospects is the Evolved Packet Core (EPC) where virtualization of functions leads to a 22% reduction in energy consumption and a 32% enhancement in energy efficiency. △ Less","1 December, 2015",https://arxiv.org/pdf/1512.00215
Applying CMM Towards an m-Learning Context,Muasaad Alrasheedi;Luiz Fernando Capretz,"In the era of m-Learning, it is found that educational institutions have onus of incorporating the latest technological innovations that can be accepted and understood widely. While investigating the important theme of fast-paced development of emerging technologies in mobile communications, it is important to recognize the extent influence of these innovations using which society can communicate, learn, access information, and, additionally, interact. In addition, the usage of mobile technology in higher education needs not only the pervasive nature of the technology but also its disruptive nature that offers several challenges while incorporation in the area of teaching and learning. Therefore, recently, higher education institutions are looking at various ways of implementing m-Learning strategies, in order to offer solutions, which, in turn, can standardize the process of education and, additionally, replace those traditional didactic courses, focusing on m-Learning endless benefits. Some of the benefits are: the process of learning itself could be self-paced, whereas information could be easier accessed, adding to independent, discovery-oriented learning that becomes more engaging. Applying CMM successfully to design effective incorporation strategies of m-Learning, this research targets formulation of such a maturity model by which the process of m-Learning can be more effective and efficient. △ Less","27 November, 2015",https://arxiv.org/pdf/1511.08840
A GA based approach for task scheduling in multi-cloud environment,Tripti Tanaya Tejaswi;Md Azharuddin;P. K. Jana,"In multi-cloud environment, task scheduling has attracted a lot of attention due to NP-Complete nature of the problem. Moreover, it is very challenging due to heterogeneity of the cloud resources with varying capacities and functionalities. Therefore, minimizing the makespan for task scheduling is a challenging issue. In this paper, we propose a genetic algorithm (GA) based approach for solving task scheduling problem. The algorithm is described with innovative idea of fitness function derivation and mutation. The proposed algorithm is exposed to rigorous testing using various benchmark datasets and its performance is evaluated in terms of total makespan. △ Less","27 November, 2015",https://arxiv.org/pdf/1511.08707
Spatially Distributed Sampling and Reconstruction,Cheng Cheng;Yingchun Jiang;Qiyu Sun,"A spatially distributed system contains a large amount of agents with limited sensing, data processing, and communication capabilities. Recent technological advances have opened up possibilities to deploy spatially distributed systems for signal sampling and reconstruction. In this paper, we introduce a graph structure for a distributed sampling and reconstruction system by coupling agents in a spatially distributed system with innovative positions of signals. A fundamental problem in sampling theory is the robustness of signal reconstruction in the presence of sampling noises. For a distributed sampling and reconstruction system, the robustness could be reduced to the stability of its sensing matrix. In a traditional centralized sampling and reconstruction system, the stability of the sensing matrix could be verified by its central processor, but the above procedure is infeasible in a distributed sampling and reconstruction system as it is decentralized. In this paper, we split a distributed sampling and reconstruction system into a family of overlapping smaller subsystems, and we show that the stability of the sensing matrix holds if and only if its quasi-restrictions to those subsystems have uniform stability. This new stability criterion could be pivotal for the design of a robust distributed sampling and reconstruction system against supplement, replacement and impairment of agents, as we only need to check the uniform stability of affected subsystems. In this paper, we also propose an exponentially convergent distributed algorithm for signal reconstruction, that provides a suboptimal approximation to the original signal in the presence of bounded sampling noises. △ Less","26 November, 2015",https://arxiv.org/pdf/1511.08541
Adding Gradient Noise Improves Learning for Very Deep Networks,Arvind Neelakantan;Luke Vilnis;Quoc V. Le;Ilya Sutskever;Lukasz Kaiser;Karol Kurach;James Martens,"Deep feedforward and recurrent networks have achieved impressive results in many perception and language processing applications. This success is partially attributed to architectural innovations such as convolutional and long short-term memory networks. The main motivation for these architectural innovations is that they capture better domain knowledge, and importantly are easier to optimize than more basic architectures. Recently, more complex architectures such as Neural Turing Machines and Memory Networks have been proposed for tasks including question answering and general computation, creating a new set of optimization challenges. In this paper, we discuss a low-overhead and easy-to-implement technique of adding gradient noise which we find to be surprisingly effective when training these very deep architectures. The technique not only helps to avoid overfitting, but also can result in lower training loss. This method alone allows a fully-connected 20-layer deep network to be trained with standard gradient descent, even starting from a poor initialization. We see consistent improvements for many complex models, including a 72% relative reduction in error rate over a carefully-tuned baseline on a challenging question-answering task, and a doubling of the number of accurate binary multiplication models learned across 7,000 random restarts. We encourage further application of this technique to additional complex modern architectures. △ Less","20 November, 2015",https://arxiv.org/pdf/1511.06807
Development of Wireless Techniques in Data and Power Transmission - Application for Particle Physics Detectors,R. Brenner;S. Ceuterickx;C. Dehos;P. De Lurgio;Z. Djurcic;G. Drake;J. L. Gonzalez Gimenez;L. Gustafsson;D. W. Kim;E. Locci;D. Roehrich;A. Schoening;A. Siligaris;H. K. Soltveit;K. Ullaland;P. Vincent;D. Wiednert;S. Yang,"Wireless techniques have developed extremely fast over the last decade and using them for data and power transmission in particle physics detectors is not science- fiction any more. During the last years several research groups have independently thought of making it a reality. Wireless techniques became a mature field for research and new developments might have impact on future particle physics experiments. The Instrumentation Frontier was set up as a part of the SnowMass 2013 Community Summer Study [1] to examine the instrumentation R&D for the particle physics research over the coming decades: « To succeed we need to make technical and scientific innovation a priority in the field ». Wireless data transmission was identified as one of the innovations that could revolutionize the transmission of data out of the detector. Power delivery was another challenge mentioned in the same report. We propose a collaboration to identify the specific needs of different projects that might benefit from wireless techniques. The objective is to provide a common platform for research and development in order to optimize effectiveness and cost, with the aim of designing and testing wireless demonstrators for large instrumentation systems. △ Less","18 November, 2015",https://arxiv.org/pdf/1511.05807
Prominent but Less Productive: The Impact of Interdisciplinarity on Scientists' Research,Erin Leahey;Christine Beckman;Taryn Stanko,"Inter-disciplinary research (IDR) is being promoted by federal agencies and universities nationwide because it presumably spurs transformative, innovative science. In this paper we bring empirical data to assess whether IDR is indeed beneficial, and whether costs accompany potential benefits.","22 October, 2015",https://arxiv.org/pdf/1510.06802
Hierarchy of knowledge translation: from health problems to ad-hoc drug design,David Fajardo;Victor Castano,"An innovative approach to analyze the complexity of translating novel molecular entities and nanomaterials into pharmaceutical alternatives (i.e., knowledge translation, KT) is discussed. First, some key concepts on the organization and translation of the biomedical knowledge (paradigms, homophily, power law distributions, hierarchy, modularity, and research fronts) are reviewed. Then, we propose a model for the knowledge translation (KT) in Drug Discovery that considers the complexity of interdisciplinary communication. Specifically, we address two highly relevant aspects: 1) A successful KT requires the emergence of organized bodies of inter-and transdisciplinary research, and 2) The hierarchical and modular topological organization of these bodies of knowledge. We focused on a set of previously-published studies on KT which rely on a combination of network analysis and computer-assisted analysis of the contents of scientific literature and patents. The selected studies provide a duo of complementary perspectives: the demand of knowledge (cervical cancer and Ebola hemorrhagic fever) and the supply of knowledge (liposomes and nanoparticles to treat cancer and the paradigmatic Doxil, the first nanodrug to be approved). △ Less","26 October, 2015",https://arxiv.org/pdf/1510.06124
Temporal Matrix Factorization for Tracking Concept Drift in Individual User Preferences,Yung-Yin Lo;Wanjiun Liao;Cheng-Shang Chang,"The matrix factorization (MF) technique has been widely adopted for solving the rating prediction problem in recommender systems. The MF technique utilizes the latent factor model to obtain static user preferences (user latent vectors) and item characteristics (item latent vectors) based on historical rating data. However, in the real world user preferences are not static but full of dynamics. Though there are several previous works that addressed this time varying issue of user preferences, it seems (to the best of our knowledge) that none of them is specifically designed for tracking concept drift in individual user preferences. Motivated by this, we develop a Temporal Matrix Factorization approach (TMF) for tracking concept drift in each individual user latent vector. There are two key innovative steps in our approach: (i) we develop a modified stochastic gradient descent method to learn an individual user latent vector at each time step, and (ii) by the Lasso regression we learn a linear model for the transition of the individual user latent vectors. We test our method on a synthetic dataset and several real datasets. In comparison with the original MF, our experimental results show that our temporal method is able to achieve lower root mean square errors (RMSE) for both the synthetic and real datasets. One interesting finding is that the performance gain in RMSE is mostly from those users who indeed have concept drift in their user latent vectors at the time of prediction. In particular, for the synthetic dataset and the Ciao dataset, there are quite a few users with that property and the performance gains for these two datasets are roughly 20% and 5%, respectively. △ Less","18 October, 2015",https://arxiv.org/pdf/1510.05263
BLASX: A High Performance Level-3 BLAS Library for Heterogeneous Multi-GPU Computing,Linnan Wang;Wei Wu;Jianxiong Xiao;Yi Yang,"Basic Linear Algebra Subprograms (BLAS) are a set of low level linear algebra kernels widely adopted by applications involved with the deep learning and scientific computing. The massive and economic computing power brought forth by the emerging GPU architectures drives interest in implementation of compute-intensive level 3 BLAS on multi-GPU systems. In this paper, we investigate existing multi-GPU level 3 BLAS and present that 1) issues, such as the improper load balancing, inefficient communication, insufficient GPU stream level concurrency and data caching, impede current implementations from fully harnessing heterogeneous computing resources; 2) and the inter-GPU Peer-to-Peer(P2P) communication remains unexplored. We then present BLASX: a highly optimized multi-GPU level-3 BLAS. We adopt the concepts of algorithms-by-tiles treating a matrix tile as the basic data unit and operations on tiles as the basic task. Tasks are guided with a dynamic asynchronous runtime, which is cache and locality aware. The communication cost under BLASX becomes trivial as it perfectly overlaps communication and computation across multiple streams during asynchronous task progression. It also takes the current tile cache scheme one step further by proposing an innovative 2-level hierarchical tile cache, taking advantage of inter-GPU P2P communication. As a result, linear speedup is observable with BLASX under multi-GPU configurations; and the extensive benchmarks demonstrate that BLASX consistently outperforms the related leading industrial and academic projects such as cuBLAS-XT, SuperMatrix, MAGMA and PaRSEC. △ Less","16 October, 2015",https://arxiv.org/pdf/1510.05041
Modelling the Evolution of Programming Languages,Silvia Crafa,"Programming languages are engineered languages that allow to instruct a machine and share algorithmic information; they have a great influence on the society since they underlie almost every information technology artefact, and they are at the core of the current explosion of software technology. The history of programming languages is marked by innovations, diversifications, lateral transfers and social influences; moreover, it represents an intermediate case study between the evolution of human languages and the evolution of technology. In this paper we study the application of the Darwinian explanation to the programming languages evolution by discussing to what extent the evolutionary mechanisms distinctive of biology can be applied to this area. We show that a number of evolutionary building blocks can be recognised in the realm of computer languages, but we also identify critical issues. Far from being crystal clear, this fine-grained study shows to be a useful tool to assess recent results about programming languages phylogenies. Finally, we show that rich evolutionary patterns, such as co-evolution, macro-evolutionary trends, niche construction and exaptation, can be effectively applied to programming languages and provide for interesting explanatory tools. △ Less","15 October, 2015",https://arxiv.org/pdf/1510.04440
Elastic Resource Allocation for Distributed Graph Processing Platforms,Ravikant Dindokar;Yogesh Simmhan,"Distributed graph platforms like Pregel have used vertex- centric programming models to process the growing corpus of graph datasets using commodity clusters. The irregular structure of graphs cause load imbalances across machines operating on graph partitions, and this is exacerbated for non-stationary graph algorithms such as traversals, where not all parts of the graph are active at the same time. As a result, such graph platforms, even as they scale, do not make efficient use of distributed resources. Clouds offer elastic virtual machines that can be leveraged to improve the resource utilization for such platforms and hence reduce the monetary cost for their execution. In this paper, we propose strategies for elastic placement of graph partitions on Cloud VMs for subgraphcentric programming model to reduce the cost of execution compared to a static placement, even as we minimize the increase in makespan. These strategies are innovative in modeling the graph algorithms behavior. We validate our strategies for several graphs, using runtime tra- ces for their distributed execution of a Breadth First Search (BFS) algorithms on our subgraph-centric GoFFish graph platform. Our strategies are able to reduce the cost of exe- cution by up to 42%, compared to a static placement, while achieving a makespan that is within 29% of the optimal △ Less","12 October, 2015",https://arxiv.org/pdf/1510.03145
Sustainability: Scholarly Repository as an Enterprise,Oya Y. Rieger,"The expanding need for an open information sharing infrastructure to promote scholarly communication led to the pioneering establishment of arXiv.org, now maintained by the Cornell University Library. To be sustainable, the repository requires careful, long term planning for services, management and funding. The library is developing a sustainability model for arXiv.org, based on voluntary contributions and the ongoing participation and support of 200 libraries and research laboratories around the world. The sustainability initiative is based on a membership model and builds on arXiv's technical, service, financial and policy infrastructure. Five principles for sustainability drive development, starting with deep integration into the scholarly community. Also key are a clearly defined mandate and governance structure, a stable yet innovative technology platform, systematic creation of content policies and strong business planning strategies. Repositories like arXiv must consider usability and life cycle alongside values and trends in scholarly communication. To endure, they must also support and enhance their service by securing and managing resources and demonstrating responsible stewardship. △ Less","1 October, 2015",https://arxiv.org/pdf/1510.00322
Distributed Inference for Relay-Assisted Sensor Networks With Intermittent Measurements Over Fading Channels,Shanying Zhu;Yeng Chai Soh;Lihua Xie,"In this paper, we consider a general distributed estimation problem in relay-assisted sensor networks by taking into account time-varying asymmetric communications, fading channels and intermittent measurements. Motivated by centralized filtering algorithms, we propose a distributed innovation-based estimation algorithm by combining the measurement innovation (assimilation of new measurement) and local data innovation (incorporation of neighboring data). Our algorithm is fully distributed which does not need a fusion center. We establish theoretical results regarding asymptotic unbiasedness and consistency of the proposed algorithm. Specifically, in order to cope with time-varying asymmetric communications, we utilize an ordering technique and the generalized Perron complement to manipulate the first and second moment analyses in a tractable framework. Furthermore, we present a performance-oriented design of the proposed algorithm for energy-constrained networks based on the theoretical results. Simulation results corroborate the theoretical findings, thus demonstrating the effectiveness of the proposed algorithm. △ Less","30 September, 2015",https://arxiv.org/pdf/1509.09282
Supporting interoperability of collaborative networks through engineering of a service-based Mediation Information System (MISE 2.0),Frederick Benaben;Wenxin Mu;Nicolas Boissel-Dallier;Anne-Marie Barthe-Delanoë;Sarah Zribi;Herve Pingaud,"The Mediation Information System Engineering project is currently finishing its second iteration (MISE 2.0). The main objective of this scientific project is to provide any emerging collaborative situation with methods and tools to deploy a Mediation Information System (MIS). MISE 2.0 aims at defining and designing a service-based platform, dedicated to initiating and supporting the interoperability of collaborative situations among potential partners. This MISE 2.0 platform implements a model-driven engineering approach to the design of a service-oriented MIS dedicated to supporting the collaborative situation. This approach is structured in three layers, each providing their own key innovative points: (i) the gathering of individual and collaborative knowledge to provide appropriate collaborative business behaviour (key point: knowledge management, including semantics, exploitation and capitalization), (ii) deployment of a mediation information system able to computerize the previously deduced collaborative processes (key point: the automatic generation of collaborative workflows, including connection with existing devices or services) (iii) the management of the agility of the obtained collaborative network of organizations (key point: supervision of collaborative situations and relevant exploitation of the gathered data). MISE covers business issues (through BPM), technical issues (through an SOA) and agility issues of collaborative situations (through EDA). △ Less","30 September, 2015",https://arxiv.org/pdf/1509.09152
Citizen Science practices for Computational Social Sciences research: The conceptualization of Pop-Up Experiments,Oleguer Sagarra;Mario Gutiérrez-Roig;Isabelle Bonhoure;Josep Perelló,"Under the name of Citizen Science, many innovative practices in which volunteers partner with scientist to pose and answer real-world questions are quickly growing worldwide. Citizen Science can furnish ready made solutions with the active role of citizens. However, this framework is still far from being well stablished to become a standard tool for Computational Social Sciences research. We present our experience in bridging Computational Social Sciences with Citizen Science philosophy, which in our case has taken the form of what we call Pop-Up Experiments: Non-permanent, highly participatory collective experiments which blend features developed by Big Data methodologies and Behavioural Experiments protocols with ideals of Citizen Science. The main issues to take into account whenever planning experiments of this type are classified and discused grouped in three categories: public engagement, light infrastructure and knowledge return to citizens. We explain the solutions implemented providing practical examples grounded in our own experience in urban contexts (Barcelona, Spain). We hope that this work serves as guideline to groups willing to adopt and expand such \emph{in-vivo} practices and opens the debate about the possibilities (but also the limitations) that the Citizen Science framework can offer to study social phenomena. △ Less","22 September, 2015",https://arxiv.org/pdf/1509.06575
Challenges and Considerations for Utilizing Burst Buffers in High-Performance Computing,Melissa Romanus;Robert B. Ross;Manish Parashar,"As high-performance computing (HPC) moves into the exascale era, computer scientists and engineers must find innovative ways of transferring and processing unprecedented amounts of data. As the scale and complexity of the applications running on these machines increases, the cost of their interactions and data exchanges (in terms of latency, energy, runtime, etc.) can increase exponentially. In order to address I/O coordination and communication issues, computing vendors are developing an intermediate layer between compute nodes and the parallel file system composed of different types of memory (NVRAM, DRAM, SSD). These large scale memory appliances are being called 'burst buffers.' In this paper, we envision advanced memory at various levels of HPC hardware and derive potential use cases for how to take advantage of it. We then present the challenges and issues that arise when utilizing burst buffers in next-generation supercomputers and map the challenges to the use cases. Lastly, we discuss the emerging state-of-the-art burst buffer solutions that are expected to become available by the end of the year in new HPC systems and which use cases these implementations may satisfy. △ Less","29 September, 2015",https://arxiv.org/pdf/1509.05492
Domain-Specific Modeling and Code Generation for Cross-Platform Multi-Device Mobile Apps,Eric Umuhoza,"Nowadays, mobile devices constitute the most common computing device. This new computing model has brought intense competition among hardware and software providers who are continuously introducing increasingly powerful mobile devices and innovative OSs into the market. In consequence, cross-platform and multi-device development has become a priority for software companies that want to reach the widest possible audience. However, developing an application for several platforms implies high costs and technical complexity. Currently, there are several frameworks that allow cross-platform application development. However, these approaches still require manual programming. My research proposes to face the challenge of the mobile revolution by exploiting abstraction, modeling and code generation, in the spirit of the modern paradigm of Model Driven Engineering. △ Less","10 September, 2015",https://arxiv.org/pdf/1509.03109
"Modeling Quantum Optical Components, Pulses and Fiber Channels Using OMNeT++",Ryan D. L. Engle;Douglas D. Hodson;Michael R. Grimaila;Logan O. Mailloux;Colin V. McLaughlin;Gerald Baumgartner,"Quantum Key Distribution (QKD) is an innovative technology which exploits the laws of quantum mechanics to generate and distribute unconditionally secure cryptographic keys. While QKD offers the promise of unconditionally secure key distribution, real world systems are built from non-ideal components which necessitates the need to model and understand the impact these non-idealities have on system performance and security. OMNeT++ has been used as a basis to develop a simulation framework to support this endeavor. This framework, referred to as ""qkdX"" extends OMNeT++'s module and message abstractions to efficiently model optical components, optical pulses, operating protocols and processes. This paper presents the design of this framework including how OMNeT++'s abstractions have been utilized to model quantum optical components, optical pulses, fiber and free space channels. Furthermore, from our toolbox of created components, we present various notional and real QKD systems, which have been studied and analyzed. △ Less","10 September, 2015",https://arxiv.org/pdf/1509.03091
Compatible Value Gradients for Reinforcement Learning of Continuous Deep Policies,David Balduzzi;Muhammad Ghifary,"This paper proposes GProp, a deep reinforcement learning algorithm for continuous policies with compatible function approximation. The algorithm is based on two innovations. Firstly, we present a temporal-difference based method for learning the gradient of the value-function. Secondly, we present the deviator-actor-critic (DAC) model, which comprises three neural networks that estimate the value function, its gradient, and determine the actor's policy respectively. We evaluate GProp on two challenging tasks: a contextual bandit problem constructed from nonparametric regression datasets that is designed to probe the ability of reinforcement learning algorithms to accurately estimate gradients; and the octopus arm, a challenging reinforcement learning benchmark. GProp is competitive with fully supervised methods on the bandit task and achieves the best performance to date on the octopus arm. △ Less","10 September, 2015",https://arxiv.org/pdf/1509.03005
